"","Edad","IdSexo","IdNivelEducativo","IdTipoDeEmpresa","IdProvincia","IdPuesto","MesesDeExperiencia","IdTecnologiaPrincipal","CargaLaboral","SalarioNetoPorHora"
"24645",44,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Gerente de Proyectos",96,"Windows","Full Time",525
"24646",44,"Femenino","Master o postgrado en curso o incompleto","Un organismo estatal","Santa Cruz","Administrador de Almacenamiento (Storage)",144,".Net","Extra Time",402.12
"24647",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Oracle","Full Time",442.222222222222
"24650",35,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",355.555555555556
"24651",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Proyectos",96,"Python","Full Time",404.625
"24652",43,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Jefe de Desarrollo",144,"Java","Full Time",577.777777777778
"24653",41,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider de Proyecto",144,"Visual FoxPro","Full Time",925
"24654",37,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Smalltalk","Full Time",1000
"24657",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Analista de Garantía de Calidad (QA)",96,"Html","Full Time",350
"24658",44,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Supervisor de Infraestructura",144,"Linux","Full Time",444.444444444444
"24659",38,"Masculino","Universitario completo","Mi propia empresa","Capital Federal","Consultor TI",144,"Oracle","Full Time",750
"24660",34,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",60,"Windows","Full Time",550
"24661",38,"Masculino","Universitario completo","Una empresa privada","Río Negro","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",550
"24662",28,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",374.875
"24663",33,"Masculino","Terciario en curso o incompleto","Una empresa privada","Sante Fe","Administrador de Sistemas",60,"Windows","Full Time",266.666666666667
"24664",35,"Masculino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Analista de Garantía de Calidad (QA)",96,"Python","Full Time",550
"24665",31,"Masculino","Universitario en curso o incompleto","Soy independiente / freelance","GBA Zona Sur","Desarrollador de software / Programador",96,"Java","Very Extra Time",314.285714285714
"24666",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",0,"Objective-C","Full Time",171.111111111111
"24667",50,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Seguridad Informática",144,"SAP","Extra Time",580
"24668",26,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Coordinador de Grupo",36,"Otro","Extra Time",354.166666666667
"24669",34,"Femenino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Otro",144,"Otro","Full Time",215
"24670",38,"Masculino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Mesa de Ayuda (Help Desk)",60,".Net","Full Time",228.888888888889
"24671",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",60,".Net","Part Time",830
"24672",42,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Jefe de Desarrollo",144,".Net","Full Time",700
"24674",43,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Consultor TI",144,"Windows","Full Time",533.333333333333
"24675",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",96,"Oracle","Part Time",1300
"24676",35,"Masculino","Terciario en curso o incompleto","Una empresa privada","Sante Fe","Desarrollador de software / Programador",96,".Net","Part Time",300
"24677",30,"Masculino","Universitario en curso o incompleto","Una empresa privada","Misiones","Desarrollador de software / Programador",12,"PHP","Full Time",275
"24678",32,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",247.5
"24679",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",36,"Otro","Full Time",320
"24681",29,"Masculino","Universitario completo","Una empresa privada","Córdoba","Desarrollador de software / Programador",36,".Net","Full Time",366.666666666667
"24684",31,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Tester Funcional",60,".Net","Part Time",633.333333333333
"24685",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",96,"Java","Full Time",539.5
"24686",35,"Masculino","Master o postgrado completo","Una empresa privada","GBA Zona Norte","Gerente de Proyectos",96,"Otro","Full Time",675
"24688",42,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Servidores",144,"Windows","Full Time",305
"24689",38,"Femenino","Universitario completo","Una empresa privada","Córdoba","Jefe de Mesa de Ayuda",96,"Unix","Full Time",725
"24690",39,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Administrador de Almacenamiento (Storage)",0,"Otro","Full Time",417.777777777778
"24691",37,"Masculino","Secundario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Sistemas",144,"Java","Full Time",325
"24692",38,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista de Seguridad Informática",96,"CISCO","Full Time",500
"24693",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"MSSQLServer","Full Time",450
"24694",28,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Consultor TI",36,"CISCO","Full Time",387.5
"24695",26,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Sistemas",60,"SAP","Full Time",375
"24697",34,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Arquitecto",60,"Java","Full Time",525
"24699",34,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Jefe de Desarrollo",144,"Java","Full Time",725
"24700",31,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",60,"Otro","Full Time",412.5
"24702",38,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Gerente de Infraestructura",60,"CISCO","Full Time",550
"24703",49,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Responsable de Gestión de la Demanda",144,"Oracle","Full Time",588.888888888889
"24704",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Python","Full Time",500
"24705",36,"Masculino","Terciario completo","Otro","Jujuy","Administrador de Redes",144,".Net","Extra Time",218.75
"24707",50,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Lider de Proyecto",144,"Windows","Full Time",475
"24708",44,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista de Procesos",96,"ERP","Full Time",366.666666666667
"24710",35,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Analista BI",60,"QlikView","Full Time",512.5
"24712",45,"Masculino","Master o postgrado completo","Una empresa privada","GBA Zona Norte","Líder de Seguridad Informática",144,"PeopleSoft","Full Time",464.444444444444
"24713",28,"No informa","Universitario completo","Una empresa privada","Capital Federal","Gerente de Producto",60,"Java","Full Time",622.5
"24714",41,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Jefe de Sistemas",144,"CRM","Full Time",568.181818181818
"24715",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",96,"Windows","Full Time",450
"24716",39,"Masculino","Terciario completo","Una empresa privada","GBA Zona Norte","Jefe de Desarrollo",60,".Net","Full Time",675
"24717",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",575
"24718",31,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Gerente de Sistemas",96,".Net","Full Time",337.5
"24719",30,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,".Net","Full Time",325
"24720",29,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Líder de Mesa de Ayuda",60,"Java","Extra Time",437
"24722",24,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"Java","Full Time",295.111111111111
"24724",32,"Masculino","Universitario completo","Una empresa privada","Mendoza","Desarrollador de software / Programador",36,"Android","Full Time",1250
"24726",31,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Preventa",96,"Java","Full Time",650
"24727",43,"Masculino","Secundario completo","Un organismo estatal","GBA Zona Norte","Soporte Técnico",144,".Net","Part Time",329.942857142857
"24729",40,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",622.222222222222
"24732",34,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",250
"24734",45,"Masculino","Universitario en curso o incompleto","Mi propia empresa","San Juan","Arquitecto",144,"Java","Full Time",875
"24735",30,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Analista de Seguridad Informática",96,"Windows","Extra Time",395.833333333333
"24736",43,"Masculino","Universitario en curso o incompleto","Mi propia empresa","Salta","Desarrollador de software / Programador",144,"Delphi","Extra Time",333.333333333333
"24737",26,"Masculino","Secundario completo","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",237.777777777778
"24738",32,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,".Net","Full Time",1150
"24739",43,"Femenino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",244.444444444444
"24740",33,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Administrador de Redes",12,"CISCO","Very Extra Time",222.352941176471
"24741",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",12,"MSSQLServer","Extra Time",210.061224489796
"24742",38,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Jefe de Desarrollo",96,".Net","Full Time",750
"24745",34,"Masculino","Universitario completo","Una empresa privada","Córdoba","Desarrollador de software / Programador",60,"PHP","Full Time",500
"24746",33,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",466.666666666667
"24747",48,"Masculino","Universitario completo","Una empresa privada","La Pampa","Jefe de Operaciones",144,"CISCO","Full Time",650
"24748",27,"Masculino","Secundario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",6,".Net","Extra Time",302.62
"24750",31,"Masculino","Secundario completo","Una empresa privada","Córdoba","Soporte Técnico",96,"Windows","Full Time",475
"24751",37,"Femenino","Universitario completo","Un organismo estatal","San Juan","Administrador de Almacenamiento (Storage)",36,"MSSQLServer","Part Time",420
"24753",30,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Administrador de Proyectos",12,"Python","Full Time",427.272727272727
"24754",42,"Masculino","Terciario completo","No informa","Capital Federal","Jefe de Operaciones",144,"Windows","Very Extra Time",488.4
"24755",37,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,".Net","Full Time",369.047619047619
"24756",35,"Masculino","Terciario completo","Una empresa privada","Neuquén","Analista Funcional",60,"Genexus","Full Time",375
"24757",39,"Masculino","Universitario completo","Una empresa privada","GBA Zona Sur","Gerente de Desarrollo",144,".Net","Extra Time",540
"24758",50,"Femenino","Universitario completo","Un organismo estatal","Mendoza","Gerente de Sistemas",144,"PostgreSql","Full Time",575
"24759",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","San Juan","Desarrollador de software / Programador",60,".Net","Full Time",266.666666666667
"24760",44,"Masculino","Universitario en curso o incompleto","Una empresa privada","Buenos Aires","Analista Funcional",144,"Oracle","Full Time",600
"24761",50,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Desarrollo",144,"SAP","Full Time",750
"24762",42,"Masculino","No informa","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",477.777777777778
"24763",42,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Lider de Proyecto",144,"Genexus","Full Time",575
"24764",33,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Servidores",60,"Windows","Full Time",475
"24765",32,"Masculino","Terciario completo","Una empresa privada","Misiones","Administrador de Sistemas",60,"Windows","Full Time",288.888888888889
"24768",40,"Masculino","Universitario en curso o incompleto","Mi propia empresa","Sante Fe","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",350
"24769",41,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Tucumán","Coordinador de Grupo",144,"Windows","Full Time",317.5
"24770",32,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Scala","Full Time",625
"24771",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Arquitecto",144,".Net","Full Time",625
"24772",34,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Desarrollador de software / Programador",36,".Net","Part Time",885.714285714286
"24773",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",36,"Windows","Full Time",300
"24774",53,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",144,"AS/400","Full Time",422.222222222222
"24776",31,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador BI",6,".Net","Full Time",300
"24777",43,"Masculino","Terciario completo","Una empresa privada","Corrientes","Jefe de Sistemas",36,"Linux","Extra Time",370
"24778",34,"Masculino","Universitario en curso o incompleto","Una empresa privada","Sante Fe","Desarrollador de software / Programador",60,"Python","Full Time",312.5
"24780",37,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Extra Time",146.875
"24781",25,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Soporte Técnico",60,"Windows","Full Time",287.5
"24782",33,"Masculino","Universitario completo","Una empresa privada","Córdoba","Consultor TI",60,"SAP","Full Time",487.5
"24783",40,"Masculino","Terciario completo","Otro","Córdoba","Administrador de Servidores",60,"Windows","Full Time",375
"24784",35,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",36,"Windows","Full Time",250
"24785",40,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",96,"Java","Full Time",500
"24786",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Chaco","Analista Funcional",60,"Genexus","Part Time",387.5
"24787",37,"Masculino","Terciario completo","Una empresa privada","Mendoza","Desarrollador de software / Programador",96,".Net","Full Time",500
"24788",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Supervisor de Infraestructura",36,"Otro","Part Time",212.5
"24789",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Jefe de Infraestructura",60,"Linux","Full Time",625
"24790",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Buenos Aires","Administrador de Sistemas",12,"Linux","Full Time",409.090909090909
"24791",28,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Arquitecto",60,"Windows","Full Time",500
"24793",23,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Part Time",471.428571428571
"24794",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Coordinador de Grupo",96,"SAP","Full Time",525
"24796",52,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador BI",36,"Otro","Full Time",372.5
"24797",25,"Masculino","Universitario completo","Una empresa privada","Neuquén","Administrador de Sistemas",36,".Net","Full Time",450
"24798",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Sistemas",0,"Windows","Full Time",270
"24799",38,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Lider de Proyecto",60,".Net","Full Time",472.95
"24800",32,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",390
"24801",40,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Analista BI",0,"Pentaho","Full Time",435.555555555556
"24803",53,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Cobol","Full Time",587.5
"24805",24,"Masculino","Universitario en curso o incompleto","Una empresa privada","Misiones","Desarrollador de software / Programador",12,"Oracle","Full Time",306.666666666667
"24806",35,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",144,"DatawareHousing","Full Time",400
"24807",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Gerente de Proyectos",144,"MSSQLServer","Full Time",550
"24808",35,"Masculino","Universitario completo","Una empresa privada","Tucumán","Jefe de Desarrollo",96,"Delphi","Full Time",511.111111111111
"24810",32,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider de Proyecto",36,"Asp","Full Time",450
"24811",38,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Gerente de Producto",144,"Otro","Full Time",675
"24813",32,"Femenino","Universitario completo","Mi propia empresa","Capital Federal","Lider de Proyecto",36,"SAP","Full Time",525
"24815",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",12,"MSSQLServer","Full Time",425
"24816",27,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Administrador de Servidores",36,"MSSQLServer","Part Time",466.666666666667
"24818",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Arquitecto",144,".Net","Full Time",466.666666666667
"24819",37,"Masculino","Terciario completo","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",575
"24820",47,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"C++","Full Time",500
"24821",53,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Java","Full Time",1025
"24822",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,"VMWare","Extra Time",560
"24823",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Gerente de Tecnología",60,"VMWare","Full Time",475
"24824",32,"Masculino","Universitario completo","Una empresa privada","Mendoza","Desarrollador de software / Programador",60,"Java","Full Time",465
"24825",38,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",96,".Net","Full Time",475
"24826",39,"Masculino","Universitario en curso o incompleto","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",60,".Net","Full Time",450
"24828",47,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Jefe de Desarrollo",96,".Net","Full Time",644.444444444444
"24829",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Objective-C","Full Time",407.125
"24830",28,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",12,"PeopleSoft","Part Time",400
"24832",42,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,"Windows","Full Time",500
"24833",28,"Masculino","Universitario completo","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",270.27027027027
"24834",28,"Masculino","Universitario completo","Un organismo estatal","GBA Zona Norte","Jefe de Desarrollo",60,"PHP","Full Time",487.5
"24835",30,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Java","Full Time",800
"24836",34,"Masculino","Universitario completo","Una empresa privada","Misiones","Jefe de Sistemas",144,"Visual FoxPro","Extra Time",416.666666666667
"24837",37,"Masculino","Universitario completo","Un organismo estatal","Neuquén","Desarrollador de software / Programador",96,"Genexus","Part Time",571.428571428571
"24838",38,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Lider BI",144,"Microstrategy","Extra Time",360
"24840",31,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",6,"PHP","Full Time",300
"24841",32,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Jefe de Sistemas",144,"VMWare","Extra Time",395.833333333333
"24842",41,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Jefe de Sistemas",144,"Python","Full Time",725
"24845",29,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Analista Funcional",36,"Oracle","Full Time",360
"24846",60,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Lider de Proyecto",144,"Java","Full Time",675
"24848",50,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Lider de Proyecto",144,"Oracle","Full Time",575
"24849",31,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Soporte de Aplicación",96,"Windows","Full Time",255
"24851",34,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",96,"CISCO","Full Time",533.333333333333
"24852",27,"Masculino","Terciario completo","Un organismo estatal","Formosa","Desarrollador de software / Programador",36,"VisualBasic","Full Time",207.5
"24853",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Servidores",96,"Linux","Full Time",413.75
"24855",34,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",12,"PHP","Full Time",353.333333333333
"24856",45,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Córdoba","Analista Funcional",96,"Oracle","Full Time",337.5
"24857",43,"Masculino","Universitario completo","Una empresa privada","Córdoba","Jefe de Desarrollo",144,"Genexus","Full Time",625
"24858",40,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",60,"Java","Extra Time",440
"24859",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Mendoza","Desarrollador de software / Programador",60,"PHP","Part Time",415
"24861",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Lider de Proyecto",60,"Javascsript","Part Time",614.285714285714
"24862",30,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Lider Técnico",60,"Sharepoint","Full Time",425
"24863",38,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Tecnología",144,".Net","Full Time",650
"24864",28,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Consultor TI",96,"SAP","Full Time",525
"24865",55,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Java","Full Time",550
"24866",52,"Masculino","Terciario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,".Net","Extra Time",375
"24867",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Base de Datos",96,"Oracle","Part Time",571.428571428571
"24868",35,"Masculino","Universitario completo","Mi propia empresa","GBA Zona Norte","Analista Funcional",96,"MSSQLServer","Full Time",450
"24871",28,"Masculino","No informa","Una empresa privada","Capital Federal","Arquitecto",60,"Python","Full Time",675
"24874",33,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,"Java","Full Time",625
"24875",45,"Masculino","Universitario completo","Una empresa privada","GBA Zona Sur","Desarrollador de software / Programador",144,"Smalltalk","Full Time",625
"24876",61,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Consultor TI",144,"SAP","Extra Time",480
"24878",30,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",60,"SAP","Full Time",460.65
"24879",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Sur","Jefe de Sistemas",144,"Windows","Full Time",277.777777777778
"24881",45,"Masculino","Universitario en curso o incompleto","Soy independiente / freelance","Capital Federal","Desarrollador de software / Programador",60,"Mainframe","Part Time",733.333333333333
"24883",36,"Masculino","No informa","Una empresa privada","Capital Federal","Administrador de Sistemas",144,"Linux","Part Time",556.666666666667
"24884",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Consultor TI",60,"Oracle","Full Time",450
"24885",37,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Producto",144,".Net","Full Time",750
"24886",44,"Masculino","Master o postgrado completo","Mi propia empresa","Capital Federal","Jefe de Sistemas",144,"Java","Full Time",933.333333333333
"24887",39,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Lider Técnico",144,"Java","Full Time",450
"24889",38,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Jefe de Desarrollo",60,".Net","Full Time",409.090909090909
"24890",39,"Masculino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Desarrollador de software / Programador",36,".Net","Full Time",388
"24891",51,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Preventa",144,"Linux","Full Time",750
"24892",37,"Masculino","Universitario en curso o incompleto","No informa","Capital Federal","Desarrollador de software / Programador",144,"Java","Full Time",498.5
"24893",36,"Masculino","Terciario en curso o incompleto","Una empresa privada","Misiones","Responsable de Infraestructura",96,"Linux","Very Extra Time",384.615384615385
"24895",40,"Masculino","Terciario completo","Soy independiente / freelance","Capital Federal","Administrador de Redes",144,"Windows","Part Time",600
"24897",37,"Masculino","Terciario en curso o incompleto","Una empresa privada","GBA Zona Oeste","Soporte Técnico",96,"Windows","Full Time",377.777777777778
"24898",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","Tucumán","Soporte Técnico",96,"Windows","Full Time",227.272727272727
"24899",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Gestor de Incidentes",144,"Windows","Full Time",433.333333333333
"24900",26,"Masculino","Universitario completo","Un organismo estatal","San Luis","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",188.888888888889
"24902",26,"Masculino","Terciario en curso o incompleto","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",379.8
"24903",40,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Sistemas",96,".Net","Full Time",1250
"24904",31,"Masculino","Master o postgrado completo","Una empresa privada","Mendoza","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",500
"24905",34,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Mendoza","Administrador de Base de Datos",60,"Oracle","Part Time",400
"24906",56,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",144,"Oracle","Full Time",450
"24907",30,"Masculino","Terciario completo","Una empresa privada","Córdoba","Desarrollador de software / Programador",36,".Net","Full Time",474.25
"24908",29,"Masculino","Universitario completo","Una empresa privada","GBA Zona Sur","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",695.125
"24909",26,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",6,"Otro","Full Time",311.25
"24910",32,"Masculino","Universitario completo","No informa","Capital Federal","Líder de Mesa de Ayuda",144,"Windows","Full Time",500
"24911",31,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",60,".Net","Full Time",412.5
"24912",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Oracle","Full Time",600
"24913",48,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Analista de Testeo",144,"Java","Full Time",482.5
"24915",45,"Masculino","Universitario completo","Una ONG","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",920
"24917",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Analista Funcional",36,"Java","Full Time",591.8
"24918",32,"Masculino","Universitario completo","Otro","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Part Time",542.857142857143
"24920",39,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",144,"Oracle","Full Time",601.75
"24921",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"Android","Full Time",381.578947368421
